2026-08-12-183615-codex-019ff629.md#L27	add	method/how-to-invoke-codex-threads-and-who-holds-context.md	Владелец поправил картину текущего состояния скила: сейчас в нём только оркестратор общается с тредами.
2026-07-27-211730-claude-8e802437.md#L19	add	concept/sol-xhigh-and-luna-standard-routes.md	Владелец решил использовать сол экстра хай только для сложных вещей, когда надо подумать, и всегда держать его в режиме диалога — он читает много и думает долго, поэтому нужна возможность его подправить или снова к нему обратиться; медиум — как основной, когда надо что-то писать и возможно решать параллельно; терра медиум — для супер тупых вещей
2026-08-05-204527-codex-019fd299.md#L23	add	entity/1instruction-layer.md	Владелец высказал идею сделать детализацию 1instruction-layer отдельными командами внутри скилла и отдельными референс-файлами, а в роутинге уже нормально это разнести.
2026-08-05-204527-codex-019fd299.md#L32	add	entity/1product-shaping.md	Владелец решил, что сейчас разрешено лишь слегка проанализировать 1product-shaping на когнитивные ошибки-пустоты для усиления, но ничего в нём пока не менять.
2026-08-09-175000-claude-337dc5a6.md#L15	new	entity/1document-system-english-language.md|На каком языке собран 1document-system и почему?|Пересобранный 1document-system остаётся на английском: скилл помогает писать английские тексты, а названия процедур и термины корпоративных документов — на английском.	Владелец решил, что пересобранный 1document-system лучше собрать на английском, потому что скилл помогает писать тексты на английском, смыслы сжимаются использованием английских названий процедур вместо описания самих процедур, а термины типовых корпоративных документов — на английском.
2026-08-09-171636-Codex-019fe662.md#L23	skip	—	Служебное согласие («да, записывай») на ход текущей работы; собственное знание о русском пакете фиксируется другими записями, эта реплика его не несёт.
2026-07-29-000000-claude-a9f0f34a.md#L17	new	concept/utility-skills-in-global-instructions.md|Какие рабочие скилы подключает глобальная инструкция?|Короткие строки о вспомогательных скилах в корневом файле: читать маркдауны через 1md-read и быстро записывать находки по ходу работы.	Владелец предложил как правило: добавить в глобальную инструкцию строчку, чтобы агент всегда читал маркдаун-файлы через скилл 1md-read.
2026-07-29-201927-codex-019fadc9.md#L16	new	concept/utility-skills-in-global-instructions.md|Какие рабочие скилы подключает глобальная инструкция?|Короткие строки о вспомогательных скилах в корневом файле: читать маркдауны через 1md-read и быстро записывать находки по ходу работы.	Владелец предложил добавить в глобальную инструкцию ультракороткое упоминание скилла находок: по ходу работы быстро записывать замеченные проблемы, чтобы не забыть, и продолжать работать не отвлекаясь.
2026-08-06-141534-claude-481c094d.md#L20	new	analysis/cognitive-steps-in-instructions.md|Должны ли инструкции подробно описывать когнитивные шаги?|Без описанных когнитивных шагов агент пропускает рассуждение и даёт реалистичный, но неверный ответ.	Владелец предложил как правило: сложная задача без описания когнитивных шагов заставляет агента пропустить рассуждение и дать реалистичный ответ, поэтому инструкции должны подробно описывать когнитивные шаги.
2026-08-06-141534-claude-481c094d.md#L21	add	concept/compressing-global-instructions.md	Владелец предпочитает добавлять в корневую инструкцию все вводимые поправки, но держать сами формулировки и количество слов короткими: модель достаточно мощная, чтобы всё понять, и не надо раздувать текст по символам.
2026-08-06-141534-claude-481c094d.md#L22	add	concept/final-message-format.md	Владелец решил заканчивать работу так: сначала обычный финальный ответ, а в конце гипер-короткая простая вставка — что было сделано, какие проблемы, что нужно сделать и какие вопросы остались.
2026-08-08-135137-claude-457be55d.md#L27	add	concept/what-stays-in-global-instructions.md	Владелец решил полностью переделать корневую инструкцию до только информации о нём, не отменяя правило записывания сказанного им и требование смотреть продуктовые рамки, а всё остальное удалить.
2026-08-08-135137-claude-457be55d.md#L31	add	comparison/runtime-specific-instructions.md	Владелец поправил, что ту же переделку корневой инструкции требовалось сделать и в корневом промпте Codex — агент забыл его обновить.
2026-08-09-192537-codex-019fe6e9.md#L27	add	method/verify-request-against-project-reality.md	Владелец задал критерий: если из-за комментариев директора весь сайт разрабатывается долго, обычно виноват технический директор — вовремя не остановил бурную фантазию директора или не подправил курс.
2026-08-09-192537-codex-019fe6e9.md#L30	add	concept/trust-and-proof-between-owner-and-agent.md	Владелец высказал идею: агент не должен приступать к работе, пока не поймёт реальную пользу его слов.
2026-08-09-192537-codex-019fe6e9.md#L31	add	concept/trust-and-proof-between-owner-and-agent.md	Владелец смягчил идею: будучи языковой моделью, созданной помогать, агент на просьбу сначала проводит работу и исследование, чтобы понять, зачем она нужна.
2026-08-09-192537-codex-019fe6e9.md#L32	add	concept/trust-and-proof-between-owner-and-agent.md	Владелец высказал идею: только после понимания агент озвучивает свою теорию, зачем это делается, задаёт дополнительный вопрос и после ответа владельца по-настоящему делает сказанное.
2026-08-09-192537-codex-019fe6e9.md#L33	add	concept/trust-and-proof-between-owner-and-agent.md	Владелец поправил, что применять этот порядок надо естественно и не буквально.
2026-08-09-192537-codex-019fe6e9.md#L40	add	concept/trust-and-proof-between-owner-and-agent.md	Владелец одобрил предыдущий точный черновик блока «Мне тоже не доверяй» с порядком «анализ проекта → вердикт пользы и своевременности → действие» как смысловую основу Codex-root.
2026-08-09-192537-codex-019fe6e9.md#L42	skip	—	Служебное согласие записать готовый черновик; единственное содержание — Claude-файл вне scope — уже стоит как факт на comparison/runtime-specific-instructions.
2026-08-10-151230-codex-019feb11.md#L19	add	concept/compressing-global-instructions.md	Владелец поправил: сжатие — не удаление, а замена сжимаемых инструкций общими инструкциями или методологиями, которые подразумевают их внутри себя, поэтому одна инструкция может покрывать множество других.
2026-08-10-151230-codex-019feb11.md#L20	add	concept/compressing-global-instructions.md	Владелец поправил: проект нельзя довести до полезного за одно сообщение, а сжатие требует более креативной инструкции, покрывающей сразу множество инструкций, написанной от его самой глубокой истинной потребности.
2026-08-10-151230-codex-019feb11.md#L22	new	concept/solution-options-with-recommendation.md|Как агент должен предлагать владельцу решения?|Несколько вариантов с рекомендацией лучшего, чтобы владелец видел поле вариантов.	Владелец предложил как правило: предлагая что-то сделать, агент должен давать несколько вариантов решения с рекомендацией, как лучше поступить, чтобы владелец лучше понимал поле вариантов.
2026-08-11-181825-codex-019ff0f9.md#L16	skip	—	Исходная формулировка идеи, чей утверждённый итог — финал существенной работы с ролью эксперта — уже стоит на concept/final-message-format из этой же беседы.
2026-08-12-112247-claude-8704f2a4.md#L20	add	concept/compressing-global-instructions.md	Владелец решил переписать раздел «Цель» зонтиком трёх моментов работы: до хода — опора, в ходе — наименьшее достаточное, готово — не «сделано», а предъявлено, сведя 25 обязанностей к 10.
2026-08-12-112247-claude-8704f2a4.md#L23	add	concept/autonomy-vs-simplicity-in-instructions.md	Владелец решил написать в ~/.codex/AGENTS.md абзац «В ходе»: малый ход ошибается дёшево, поэтому решай сам и смело; понадобилась страховка к выбранному ходу — меняй ход, а не достраивай; восстановлено «доводи работу до полного конца».
2026-08-18-132634-codex-01a013f9.md#L16	add	concept/compressing-global-instructions.md	Владелец поправил: сами инструкции не менять, но переписать текст формулировок ближе к стилю системных промптов и по возможности сократить количество символов.
2026-08-18-132634-codex-01a013f9.md#L19	add	concept/what-stays-in-global-instructions.md	Владелец одобрил для записи полный кандидат глобального ~/.codex/AGENTS.md с KISS/YAGNI/DRY и без формулы путей.
2026-08-20-222728-claude-6a83ff1b.md#L15	skip	—	Перевод корневой инструкции Claude на английский с предельно однозначными формулировками против неправильного понимания уже стоит на concept/instruction-wording-desired-outcome.
2026-08-20-222832-codex-01a02036.md#L24	skip	—	Служебное согласие начать запись, содержания не несёт.
2026-08-20-222832-codex-01a02036.md#L31	add	concept/what-stays-in-global-instructions.md	Владелец предпочитает подачу информации таблицей не как таблицей, а как структурную подачу: ячеек очень мало, текста много; хотел коротко добавить этот стиль в глобальные инструкции.
2026-08-20-222832-codex-01a02036.md#L33	add	concept/what-stays-in-global-instructions.md	Владелец поправил формат подачи: максимум две колонки, зато может быть до трёх больших строк, и надо использовать эмодзи.
2026-08-08-190948-claude-60e39467.md#L22	add	entity/1use-principles.md	Владелец задал критерий: правильные принципы могут противоречить друг другу в момент применения принципов — например, на интеграцию индийского языка влияют «бизнес международный» и «стартап делаем максимально быстро», оба верны, и решение нужно выбирать так, чтобы не нарушить ни один.
2026-08-08-190948-claude-60e39467.md#L23	new	concept/conflict-logic-in-product-shaping.md|Где должна жить логика решения конфликтов принципов?|Идея: разрешение конфликтов принципов относится к скилу написания продуктовой формы 1product-shaping, а 1use-principles не должен нести эту логику в себе.	Владелец высказал идею: конфликты принципов должен решать скил написания продуктовой формы, а скил использования принципов не должен нести в себе логику решения конфликтов.
2026-08-08-190948-claude-60e39467.md#L26	new	concept/use-principles-strengthens-autonomy.md|Почему применение принципов поддерживает автономию агента?|Позиция: 1use-principles удерживает агента от самого вероятного решения вопреки принципам и при этом усиливает его автономность — качественные решения при неопределённости за счёт правильной работы с имеющимися принципами.	Владелец предпочитает дух 1use-principles: скил не позволяет брать наиболее вероятное решение вопреки принципам и одновременно способствует автономности агента — качественные решения при неопределённости за счёт правильной работы с принципами.
2026-08-11-050000-claude-97cc05a9.md#L18	new	concept/inference-only-on-conflict-or-absence.md|Когда 1use-principles выводит новую информацию?|Критерий: новая информация выводится только при конфликте информации или её отсутствии; если информация есть, выводить ничего не нужно.	Владелец задал критерий формулировок внутри 1use-principles: должно быть чётко записано, что новая информация выводится при конфликте или отсутствии информации, а при наличии информации выводить ничего не нужно.
2026-08-12-201454-codex-019ff688.md#L15	add	concept/autonomy-vs-simplicity-in-instructions.md	Владелец поправил формулировку глобальной инструкции Codex: агент решает развилку сам, но выводит решение по продуктовым принципам — реально существующим файлам, которые называются продуктовые принципы, а не по свободно придуманным основаниям.
2026-08-18-172151-claude-21ca4023.md#L17	add	concept/handoff-rework-decisions.md	Владелец решил заметно усилить скил 1handoff с рамкой ценности из управления агентами и науки создания скилов и инструкций, используя субагентов в том числе для разведки похожих скилов, чтобы усилить пользу хендофов агентов.
2026-07-29-201852-codex-019fada0.md#L34	new	concept/single-goal-per-page.md|Что должна доносить одна страница артефакта?|Каждая страница артефакта доносит одну цель или одно сообщение, а не выглядит сборником разных вещей.	Владелец поправил, что страница артефакта должна доносить одну цель или одну информацию, а не чувствоваться сборником каких-то вещей.
2026-07-29-201852-codex-019fada0.md#L46	skip	—	Реплика о ходе обсуждения: сомнение в текущем многостраничном решении разрешено выбранным рефактором, который уже стоит на странице entity/multi-page-catalog.md.
2026-08-19-212344-codex-01a01ad4.md#L23	skip	—	Начальная постановка «система, не позволяющая некрасивому появляться»; её зрелая форма — рамка мышления вместо проверок — уже стоит на странице concept/speed-vs-audit-balance.md.
2026-08-19-212344-codex-01a01ad4.md#L24	skip	—	Гипотеза «скилл только у Клода» разрешена уже стоящим на странице фактом: правки 1html идут одновременно в Claude и Codex, скилл установлен в обоих рантаймах.
2026-08-19-212344-codex-01a01ad4.md#L28	skip	—	Промежуточный кандидат «автоматические проверки и запреты»; итоги этой ветви — рамка мышления вместо проверок и advisory-линтер по явному запросу — уже на страницах темы.
2026-08-19-212344-codex-01a01ad4.md#L29	skip	—	Служебное согласие «да, делай» на предъявленный кандидатом план починки, без собственного содержания.
2026-08-19-212344-codex-01a01ad4.md#L30	skip	—	Разовая команда текущей работы: после системной починки скилла исправить пострадавший конкретный артефакт.
2026-08-19-212344-codex-01a01ad4.md#L31	skip	—	Разовая правка одного артефакта (якорные разделы, скругление углов, пропавшие паддинги), не несущая правила вне этого инцидента.
2026-08-19-212344-codex-01a01ad4.md#L32	add	method/rework-process.md	Владелец решил запустить субагентов на прочность: проверить весь скилл и возможные пути, которыми агент может ошибиться и сделать некрасиво, включая компоненты, шаблоны и заготовки, которые тоже надо исправить.
2026-08-19-212344-codex-01a01ad4.md#L34	skip	—	Разовое разрешение завершить конкретную задачу автономно, без утверждений; служебное для хода той работы.
2026-08-19-212344-codex-01a01ad4.md#L39	add	method/rework-process.md	Владелец решил закончить переработку полностью автономно, без утверждений, и в конце вызвать Opus для проверки сделанного.
2026-08-19-212344-codex-01a01ad4.md#L43	add	concept/speed-over-style-drift.md	Владелец поправил, что фон и шрифт существующего артефакта менять нельзя: старый стиль ему нравился и должен сохраняться.
2026-08-19-212344-codex-01a01ad4.md#L44	add	concept/speed-vs-audit-balance.md	Владелец поправил, что ошибки нельзя лечить реактивными заплатками на разных устройствах — нужен фундаментальный механизм: субагенты ищут такие же косяки или, лучше, через 1instruction-shaping создаётся более верхнеуровневое правило, метод или процедура аудита.
2026-08-19-212344-codex-01a01ad4.md#L49	add	entity/skill-development-and-installation.md	Владелец предложил как правило упомянуть в агентных инструкциях, относящихся к артефактам и понятных и Claude, и Codex, что подробности лежат в самом скилле.
2026-08-19-212344-codex-01a01ad4.md#L51	skip	—	Голая констатация дефекта палитры и шрифтов показанного артефакта; содержание переносится связанной коррекцией об источнике дефекта в скилле.
2026-08-19-212344-codex-01a01ad4.md#L52	add	entity/daisyui-cupcake-theme.md	Владелец поправил, что неверная палитра, цвета и шрифты артефакта — следствие того, что в самом скилле было неправильно, а не только локальной правки.
2026-08-19-212344-codex-01a01ad4.md#L56	skip	—	Промежуточная примерка темы silk, отменённая следующими решениями; итог — утверждённый cupcake — уже стоит на странице.
2026-08-19-212344-codex-01a01ad4.md#L57	skip	—	Служебная отсрочка исследования Playwright-тестов на время текущей работы над темой.
2026-08-19-212344-codex-01a01ad4.md#L58	skip	—	Промежуточная примерка темы autumn, отменённая следующим решением; итог — утверждённый cupcake — уже стоит на странице.
2026-08-19-212344-codex-01a01ad4.md#L59	skip	—	Промежуточная примерка темы; финальное решение «утверждаю cupcake» уже стоит на странице entity/daisyui-cupcake-theme.md.
2026-08-19-212344-codex-01a01ad4.md#L62	skip	—	Контрольная реплика «ты не исправил» без нового содержания; само правило primary/primary-content уже стоит на странице.
2026-07-30-125453-codex-019fb200.md#L20	add	entity/1md-read-purpose-and-trigger.md	Владелец поправил триггерное краткое описание 1md-read: агент должен использовать его всегда, когда видит в проекте Markdown-файлы, а не только при отдельных условиях.
2026-08-09-153733-codex-019fe619.md#L19	skip	—	Реплика о ходе текущей работы: заказ на рефактор конкретного скилла через 1skill-shaping; содержательные решения этого рефактора уже стоят на страницах темы
2026-08-09-153733-codex-019fe619.md#L21	skip	—	Служебное согласие «принимаю, делай черновик» без собственного знания о предмете
2026-08-22-060958-codex-01a02701.md#L20	new	concept/predictive-coding-unexpected-advisor.md|Что владелец предложил делать при повторных ⚡ UNEXPECTED в чате?|Владелец высказал идею Codex-hook, который срабатывает после трёх ⚡ UNEXPECTED в чате и вызывает субагента-советчика: тот читает чат, понимает по философии predictive coding ментальную модель агента и даёт совет.	Владелец высказал идею Codex-hook, который после трёх ⚡ UNEXPECTED вызывает субагента-советчика, читающего чат и по философии predictive coding понимающего ментальную модель агента и дающего совет.
2026-08-22-060958-codex-01a02701.md#L21	new	entity/visible-thread-advisor-construction.md|Каким должен быть субагент-советчик при повторных ⚡ UNEXPECTED?|Субагент-советчик глубже `123-explain`, но более сфокусирован; его совет отправляется прямо в чат через инструмент работы с чатами и виден владельцу; это не терминальный субагент, а рождающийся автоматически в новом треде, из которого он шлёт сообщение в другой тред; совет короткий, максимально полезный и не забивает контекстное окно агента.	Владелец поправил, что субагент-советчик должен быть глубже `123-explain`, но более сфокусированным; его совет идёт прямо в чат и виден владельцу; субагент рождается автоматически в новом треде и из него шлёт сообщение в другой тред, а сам совет должен быть коротким, максимально полезным и не забивать контекстное окно агента.
2026-08-22-060958-codex-01a02701.md#L22	skip	—	Служебное согласие («да давай») с уже предложенной конструкцией советчика, собственного знания не несёт.
2026-08-22-060958-codex-01a02701.md#L23	new	entity/usefulness-reviewer-model.md|Какую модель владелец привлекает для анализа реальной пользы нового советчика?|Владелец предпочитает вызывать Opus, чтобы тот дал независимый анализ того, насколько проектируемый советчик реально будет полезен для улучшения качества работы агента.	Владелец предпочитает вызывать Opus, чтобы тот дал анализ, насколько проектируемый советчик реально будет полезен для улучшения качества работы агента.
2026-08-22-060958-codex-01a02701.md#L25	new	entity/usefulness-reviewer-model.md|Какую модель владелец привлекает для анализа реальной пользы нового советчика?|Для независимого анализа упрощённого self-invoked скила владелец поправил выбор модели: лучше Kimi Max вместо Opus.	Владелец поправил выбор модели для независимого анализа упрощённого self-invoked скила: лучше Kimi Max.
2026-08-21-133152-codex-01a0236d.md#L21	add	method/compiler-simulation-approach.md	Владелец высказал идею воспользоваться технологией OpenViking почти полностью — понять их промты и по их системе разбиения информации на слои переписать свои цитаты в отдельный слой пересказов, экономящий токены.
2026-08-21-133152-codex-01a0236d.md#L22	add	entity/openviking-wiki-library.md	Владелец поправил: цитаты повторяются, и факт повторения нигде не зафиксирован, поэтому ему нужен не пересказ цитат, а отдельные документы-отчёты.
2026-08-21-133152-codex-01a0236d.md#L23	add	method/compiler-simulation-approach.md	Владелец поправил: делать параллельную папку по технологии OpenViking из готового старого корпуса, а не брать информацию в реальном времени.
2026-08-21-133152-codex-01a0236d.md#L24	add	method/compiler-simulation-approach.md	Владелец поправил: его интересуют системные промты OpenViking агентам и информационная архитектура — сборка документов с правильной структурой папок для лёгкого поиска по базе.
2026-08-21-133152-codex-01a0236d.md#L25	add	concept/wiki-acceptance-findability.md	Владелец решил запланировать рефактор цитат в библиотеку знаний, выполнить его фоновыми тредами Luna Max и затем проверить, насколько удобно агентам находить там информацию.
2026-08-21-133152-codex-01a0236d.md#L26	skip	—	Служебное согласие «да» без собственного знания.
2026-08-21-133152-codex-01a0236d.md#L28	skip	—	Служебное согласие «делай, как рекомендуешь» без собственного знания.
2026-08-21-133152-codex-01a0236d.md#L36	add	concept/findings-plans-docs-upkeep.md	Владелец посоветовал записать подробные планы, чтобы не забыть, что надо сделать.
2026-08-21-133152-codex-01a0236d.md#L39	add	concept/wiki-link-boundary.md	Владелец поправил: в вики-файлах не должно появляться ссылок на файлы, поскольку в цитатах их нет, — появление ссылок означало бы обработку и дополнение информации вместо дистилляции пересказа.
2026-08-21-133152-codex-01a0236d.md#L41	skip	—	Служебная реплика записать принцип в планы; сам принцип уже стоит на странице о границе ссылок Wiki.
2026-08-21-133152-codex-01a0236d.md#L49	skip	—	Оценка конкретных статей текущего пилотного батча как не особо полезных — реплика о ходе работы; обобщающий вывод о важности инструкций для Luna несёт соседняя запись.
2026-08-21-133152-codex-01a0236d.md#L50	add	method/compiler-simulation-approach.md	Владелец поправил: видимо, тут важно, какие инструкции даются Luna.
2026-08-21-133152-codex-01a0236d.md#L54	skip	—	Служебное одобрение текущего вида файлов — реплика о ходе работы без знания, переживающего разговор.
2026-08-21-133152-codex-01a0236d.md#L63	skip	—	Реплика о ходе текущей работы (12 часов, цикл ошибок) без знания о библиотеке.
2026-08-22-140532-claude-efb50744.md#L15	skip	—	Повтор уже стоящего на странице multi-agent-workflow-orchestration решения запускать множество агентов Luna Max после аудита.
2026-08-14-201233-codex-01a000d3.md#L18	skip	—	повтор уже стоящего факта: предложенное правило «читать намёки и понимать фактическую просьбу вместо буквального выполнения» уже стоит на странице hidden-intent-behind-literal-request (раздел «Читать между строк») со своим источником из записи 2026-08-09-030700
2026-08-04-231700-codex-019fcdfd.md#L22	add	concept/1product-shaping-size-and-tiebreaker-limits.md	Владелец задал критерий правки 1product-shaping: прочесть скилл целиком и подумать, где очень аккуратно сократить, потому что скилл стал немного огромный.
2026-08-05-144851-codex-019fd153.md#L25	new	concept/product-frame-links-and-quote-references.md|Какие ссылки допустимы в продуктовых рамках?|Обычные ссылки в самих рамках и их метаданных запрещены как гниющие и со временем начинающие врать; исключение — одна ссылка на конкретную цитату владельца, которую он предпочитает хранить в метаданных.	Владелец поправил: в метаданных продуктовых рамок и внутри самих рамок не должно быть ссылок, потому что ссылки гниеют и потом начнут врать.
2026-08-05-144851-codex-019fd153.md#L31	new	concept/product-frame-links-and-quote-references.md|Какие ссылки допустимы в продуктовых рамках?|Обычные ссылки в самих рамках и их метаданных запрещены как гниющие и со временем начинающие врать; исключение — одна ссылка на конкретную цитату владельца, которую он предпочитает хранить в метаданных.	Владелец поправил: разрешена ровно одна ссылка на конкретную цитату вместо того, чтобы повторять саму цитату в продуктовой рамке.
2026-08-05-144851-codex-019fd153.md#L32	new	concept/product-frame-links-and-quote-references.md|Какие ссылки допустимы в продуктовых рамках?|Обычные ссылки в самих рамках и их метаданных запрещены как гниющие и со временем начинающие врать; исключение — одна ссылка на конкретную цитату владельца, которую он предпочитает хранить в метаданных.	Владелец предпочитает класть даже цитаты в метаданные продуктовой рамки.
2026-08-05-144851-codex-019fd153.md#L34	skip	—	Повтор: требование явно назвать затронутый продукт уже покрыто на странице формы рамки поправкой об имени продукта в самой рамке и критерием рабочего смысла.
2026-08-06-182756-claude-99ed258a.md#L25	new	concept/compression-strength-and-meaning-preservation.md|Какой баланс между силой сжатия и сохранением смыслов задан критерием?|Критерий качества сжатия: сокращать сильнее, не теряя смыслы и правила; нынешний алгоритм сжатия смысла признаётся слабым.	Владелец задал критерий: алгоритм должен сокращать сильнее, но без потери смыслов и правил; текущий алгоритм сжатия смысла хромает.
2026-08-06-235654-claude-36fcbf96.md#L24	add	concept/lossy-product-refactor.md	Владелец высказал идею, что имя «дистилляция» неверно и скил нужно назвать продуктовым рефактором: смотреть на скил или инструкцию как на продукт со своей функцией, проанализировать, как он достигает запрограммированной цели, и полностью переписать кратко с той же целью.
2026-08-08-134900-codex-019fe08d.md#L23	add	concept/criterion-vs-sop.md	Владелец предложил как правило превращать расплывчатое прилагательное в observable stop condition.
2026-08-08-135005-claude-dfa9fb5c.md#L28	add	concept/criterion-vs-sop.md	Владелец задал критерий выбора: если важен результат шага — заменить процедуру на criterion / cognitive invariant / constraint / stop condition, если важен путь или порядок — оставить SOP.
2026-08-08-135005-claude-dfa9fb5c.md#L76	add	concept/criterion-vs-sop.md	Владелец решил не выбирать между «только цель» и «распиши каждый шаг», а задать третий слой — условия правильного мышления и наблюдаемые критерии результата вместо программирования внутреннего маршрута там, где важен результат.
2026-08-22-140815-claude-b61006df.md#L16	add	analysis/what-skill-descriptions-do-to-behavior.md	Владелец высказал идею провести эксперимент (например, с субагентами), чтобы проверить, насколько само существование скиллов и их короткие описания, попадающие в контекст, воспринимаются агентом как дополнительный контекст и промпты и влияют на его поведение, особенно когда владелец не следит за актуальностью скиллов.
2026-08-03-232246-codex-019fc8d8.md#L26	без-решения	—	по идее это решает наверное тип и тема
2026-08-06-113200-claude-712763b3.md#L23	без-решения	—	Советую запустить сразу несколько кодексов, чтобы они вместе с тобой подумали насчет того, как правильно это все сделать
2026-08-10-134812-codex-019feadb.md#L18	без-решения	—	Слушай, надо изучить современные методы оркестрации агентов на протяжении долгого времени для больших задач. Именно за п
2026-08-10-221517-codex-019fecab.md#L18	без-решения	—	Можем ли мы сделать такой хук, который бы срабатывал после второго сжатия окна? И который бы показывал просто напоминани
2026-08-11-163847-codex-019ff09d.md#L28	без-решения	—	Так начни процес завершения на том этапе что есть, выбери самый лучший варинат из тех что попробовал и положи в официаль
2026-08-14-124028-codex-019fff2e.md#L19	без-решения	—	Хорошо, я придумал, сделаем по-другому. Каждый раз, когда записывается моя цитата, она же записывается в новый файл сесс
2026-08-14-124028-codex-019fff2e.md#L27	без-решения	—	Я не уверен что англйский текст тут будет работать, как ты думаешь?
2026-08-14-124028-codex-019fff2e.md#L29	без-решения	—	а почему BM25 У нас ведь есть другая модель которую мы используем для цитат?
2026-08-14-124028-codex-019fff2e.md#L31	без-решения	—	Да но мы не должны удалять ту старую обязанность что агент должен читать не отдельные цитаты а весь файл ведь иначе он м
2026-08-20-041346-claude-12da2cc9.md#L34	без-решения	—	Странно, ведь в продуктовой рамке, наверное, этого скилла должно было написано быть ведь по законам ты обязан был исполь
2026-08-21-005222-claude-8e9b40bf.md#L21	без-решения	—	Владелец сказал «да пиши» на полный текст v3 скила 123-explain: пять явных шагов (что происходит / чем занимаемся и заче
2026-08-21-005222-claude-8e9b40bf.md#L33	без-решения	—	Я не уверен в том, что ты сейчас следовал чёткой процедуре создания скиллов.
2026-08-22-063718-codex-01a0271b.md#L18	без-решения	—	https://openrouter.ai/stealth/ox-alpha\nМожем ли попробовать использовать это
2026-08-22-063718-codex-01a0271b.md#L19	без-решения	—	сделай небольшой скил который бы упроситл и ускорил процес использования этой модели
2026-08-22-063718-codex-01a0271b.md#L23	без-решения	—	"Разрешения переносить подписочный принцип Nous на metered OpenRouter у нас нет. "\nДаю разрешение
2026-08-22-063718-codex-01a0271b.md#L25	без-решения	—	да делай
